Date,Location,MinTemp,MaxTemp,Rainfall,Month,Year
13/11/2008,Melbourne,20.7,34.2,0,11,2008
14/11/2008,Melbourne,14.9,21.4,10.2,11,2008
15/11/2008,Melbourne,12,22.7,0,11,2008
16/11/2008,Melbourne,11.7,17.4,0,11,2008
17/11/2008,Melbourne,11.7,19.2,0,11,2008
18/11/2008,Melbourne,10.2,19.9,0,11,2008
19/11/2008,Melbourne,14,21,0.4,11,2008
20/11/2008,Melbourne,14.9,16.9,4,11,2008
21/11/2008,Melbourne,10.8,20.6,0.2,11,2008
22/11/2008,Melbourne,7.9,15.5,5.8,11,2008
23/11/2008,Melbourne,8.2,18.2,15.2,11,2008
24/11/2008,Melbourne,12.7,17.6,0,11,2008
25/11/2008,Melbourne,10.3,26.2,0,11,2008
26/11/2008,Melbourne,11.9,29.8,0,11,2008
27/11/2008,Melbourne,17.4,30.6,0,11,2008
28/11/2008,Melbourne,15.5,20.7,0.4,11,2008
29/11/2008,Melbourne,13.7,19.6,5.4,11,2008
30/11/2008,Melbourne,10.2,25.2,0,11,2008
1/12/2008,Melbourne,11.8,20.8,1.4,12,2008
2/12/2008,Melbourne,10.7,23.1,0,12,2008
3/12/2008,Melbourne,14.3,19.9,0,12,2008
4/12/2008,Melbourne,10.4,25.6,0,12,2008
5/12/2008,Melbourne,15.1,32.9,0.6,12,2008
6/12/2008,Melbourne,15.9,25,0,12,2008
7/12/2008,Melbourne,11.1,19.4,0.4,12,2008
8/12/2008,Melbourne,11.4,22.4,0,12,2008
9/12/2008,Melbourne,11.5,19.5,0,12,2008
10/12/2008,Melbourne,13.1,19.6,4.8,12,2008
11/12/2008,Melbourne,11.9,22.8,0,12,2008
12/12/2008,Melbourne,14.1,22.5,0,12,2008
13/12/2008,Melbourne,15.7,17.1,36.2,12,2008
14/12/2008,Melbourne,12.8,19.7,21.8,12,2008
15/12/2008,Melbourne,13.2,21.4,0.8,12,2008
16/12/2008,Melbourne,13,19.9,0,12,2008
17/12/2008,Melbourne,13.7,21.3,3.4,12,2008
18/12/2008,Melbourne,14.1,20.3,1.4,12,2008
19/12/2008,Melbourne,10.9,18.7,4,12,2008
20/12/2008,Melbourne,9.9,21.2,0.2,12,2008
21/12/2008,Melbourne,12.5,30.4,0,12,2008
22/12/2008,Melbourne,17.3,35.2,0,12,2008
23/12/2008,Melbourne,16.1,21.1,0,12,2008
24/12/2008,Melbourne,12.7,24.4,0,12,2008
25/12/2008,Melbourne,14.9,22.9,0,12,2008
26/12/2008,Melbourne,13.9,28.9,0,12,2008
27/12/2008,Melbourne,16.8,27.2,0,12,2008
28/12/2008,Melbourne,14.8,27.8,0,12,2008
29/12/2008,Melbourne,14.8,21.5,0,12,2008
30/12/2008,Melbourne,14.5,24.2,1.8,12,2008
31/12/2008,Melbourne,12.9,24.1,0,12,2008
1/01/2009,Melbourne,14.7,20.4,0,1,2009
2/01/2009,Melbourne,10,18.6,0.2,1,2009
3/01/2009,Melbourne,9.2,20.4,0.6,1,2009
4/01/2009,Melbourne,11.6,27.6,0,1,2009
5/01/2009,Melbourne,13.6,26.1,0,1,2009
6/01/2009,Melbourne,15.8,30.2,0,1,2009
7/01/2009,Melbourne,17.6,20.9,0,1,2009
8/01/2009,Melbourne,12.6,19.8,0,1,2009
9/01/2009,Melbourne,12.6,21.8,0,1,2009
10/01/2009,Melbourne,13.3,23.4,0,1,2009
11/01/2009,Melbourne,14.3,23.4,0,1,2009
12/01/2009,Melbourne,13.7,25,0,1,2009
13/01/2009,Melbourne,13.9,37.8,0,1,2009
14/01/2009,Melbourne,20.4,32.6,0,1,2009
15/01/2009,Melbourne,15.7,24.6,0,1,2009
16/01/2009,Melbourne,15.1,21.5,0,1,2009
17/01/2009,Melbourne,14.5,20.1,0,1,2009
18/01/2009,Melbourne,12.1,25.1,0,1,2009
19/01/2009,Melbourne,13.7,35.8,0,1,2009
20/01/2009,Melbourne,19.8,40.5,0,1,2009
21/01/2009,Melbourne,17.2,28.8,0,1,2009
22/01/2009,Melbourne,18.2,35.6,0,1,2009
23/01/2009,Melbourne,14.6,31.8,0,1,2009
24/01/2009,Melbourne,16.3,23.4,0,1,2009
25/01/2009,Melbourne,13,27.1,0,1,2009
26/01/2009,Melbourne,14.4,25.5,0,1,2009
27/01/2009,Melbourne,16.6,36.4,0,1,2009
28/01/2009,Melbourne,18.8,43.4,0,1,2009
29/01/2009,Melbourne,25.7,44.3,0,1,2009
30/01/2009,Melbourne,25.7,45.1,0,1,2009
31/01/2009,Melbourne,22.5,30.5,0,1,2009
1/02/2009,Melbourne,20.3,33.8,0,2,2009
2/02/2009,Melbourne,20.8,28.5,0,2,2009
3/02/2009,Melbourne,20.5,30.2,0,2,2009
4/02/2009,Melbourne,16.8,30.2,0,2,2009
5/02/2009,Melbourne,19.8,29.2,0,2,2009
6/02/2009,Melbourne,17.9,33.1,0,2,2009
7/02/2009,Melbourne,18.7,46.4,0,2,2009
8/02/2009,Melbourne,18.6,22.5,0.8,2,2009
9/02/2009,Melbourne,16.1,21.4,0.6,2,2009
10/02/2009,Melbourne,14.1,21.2,0,2,2009
11/02/2009,Melbourne,14.3,20.2,0,2,2009
12/02/2009,Melbourne,14.4,23.7,0,2,2009
13/02/2009,Melbourne,12.8,28,0,2,2009
14/02/2009,Melbourne,14,28.4,0,2,2009
15/02/2009,Melbourne,14.8,29.6,0,2,2009
16/02/2009,Melbourne,16,30.1,0,2,2009
17/02/2009,Melbourne,15.8,31.7,0,2,2009
18/02/2009,Melbourne,17,27.8,0,2,2009
19/02/2009,Melbourne,16.8,30.5,0,2,2009
20/02/2009,Melbourne,18,24.6,0,2,2009
21/02/2009,Melbourne,17.4,23.8,0.2,2,2009
22/02/2009,Melbourne,16.9,25.5,0,2,2009
23/02/2009,Melbourne,16.2,35,0,2,2009
24/02/2009,Melbourne,14.3,21.3,0,2,2009
25/02/2009,Melbourne,14.1,21.6,1.2,2,2009
26/02/2009,Melbourne,14.2,31.2,0.2,2,2009
27/02/2009,Melbourne,14.3,34,0,2,2009
28/02/2009,Melbourne,16.1,23.2,0,2,2009
1/03/2009,Melbourne,14.5,19.8,1.6,3,2009
2/03/2009,Melbourne,15.3,25.6,0,3,2009
3/03/2009,Melbourne,16.8,32.5,0.8,3,2009
4/03/2009,Melbourne,14,19,2.4,3,2009
5/03/2009,Melbourne,12.5,17.6,2,3,2009
6/03/2009,Melbourne,12.6,20.1,6.6,3,2009
7/03/2009,Melbourne,13,20.4,0.4,3,2009
8/03/2009,Melbourne,14.7,21.2,0,3,2009
9/03/2009,Melbourne,9.7,25.2,0,3,2009
10/03/2009,Melbourne,13.5,26.2,0,3,2009
11/03/2009,Melbourne,15.8,29.8,0,3,2009
12/03/2009,Melbourne,18.2,25.2,5.4,3,2009
13/03/2009,Melbourne,17.7,29,3,3,2009
14/03/2009,Melbourne,18.6,23.3,0.4,3,2009
15/03/2009,Melbourne,12,18.9,20.4,3,2009
16/03/2009,Melbourne,12.7,21.9,0.4,3,2009
17/03/2009,Melbourne,13.9,20.1,0.2,3,2009
18/03/2009,Melbourne,14.3,28.5,0,3,2009
19/03/2009,Melbourne,14.8,33.1,0,3,2009
20/03/2009,Melbourne,16.8,23.8,0,3,2009
21/03/2009,Melbourne,15.4,34.6,0,3,2009
22/03/2009,Melbourne,20.4,25.6,0,3,2009
23/03/2009,Melbourne,14.7,19.9,1.6,3,2009
24/03/2009,Melbourne,13.8,21.1,0,3,2009
25/03/2009,Melbourne,15.7,23.9,2.4,3,2009
26/03/2009,Melbourne,15.4,24,0,3,2009
27/03/2009,Melbourne,12.7,20.5,0,3,2009
28/03/2009,Melbourne,9.7,26.7,0,3,2009
29/03/2009,Melbourne,11.3,24.7,0,3,2009
30/03/2009,Melbourne,14,22.5,0,3,2009
31/03/2009,Melbourne,14.5,30.1,0,3,2009
1/04/2009,Melbourne,15.4,29.8,0,4,2009
2/04/2009,Melbourne,16.9,32.8,0,4,2009
3/04/2009,Melbourne,21.2,24.7,0,4,2009
4/04/2009,Melbourne,11.3,19.6,18,4,2009
5/04/2009,Melbourne,12.5,20.1,0,4,2009
6/04/2009,Melbourne,9.2,17.2,0.2,4,2009
7/04/2009,Melbourne,11.4,18.4,2.2,4,2009
8/04/2009,Melbourne,12.3,19.9,1.6,4,2009
9/04/2009,Melbourne,13.7,24.4,0,4,2009
10/04/2009,Melbourne,13.9,19.5,0,4,2009
11/04/2009,Melbourne,14.4,22.5,0,4,2009
12/04/2009,Melbourne,12.3,21.9,0,4,2009
13/04/2009,Melbourne,9.8,26.2,0,4,2009
14/04/2009,Melbourne,12.1,28.8,0,4,2009
15/04/2009,Melbourne,12.9,17.7,1.2,4,2009
16/04/2009,Melbourne,7.3,20.5,0,4,2009
17/04/2009,Melbourne,13.2,21.9,0,4,2009
18/04/2009,Melbourne,13.8,19.2,0,4,2009
19/04/2009,Melbourne,14,19.1,0,4,2009
20/04/2009,Melbourne,8.7,22,0,4,2009
21/04/2009,Melbourne,9.4,24.6,0,4,2009
22/04/2009,Melbourne,9.8,25.1,0,4,2009
23/04/2009,Melbourne,11.3,22.8,0,4,2009
24/04/2009,Melbourne,15.1,18.2,0,4,2009
25/04/2009,Melbourne,12.3,19,3.4,4,2009
26/04/2009,Melbourne,9.1,13.6,2.6,4,2009
27/04/2009,Melbourne,8.4,14.4,1.8,4,2009
28/04/2009,Melbourne,7.7,14.4,6.6,4,2009
29/04/2009,Melbourne,6,13.8,1.6,4,2009
30/04/2009,Melbourne,2.9,18,0,4,2009
1/05/2009,Melbourne,5.8,14.9,0,5,2009
2/05/2009,Melbourne,7.5,18.6,0,5,2009
3/05/2009,Melbourne,5.9,19.2,0,5,2009
4/05/2009,Melbourne,8.9,16.8,0,5,2009
5/05/2009,Melbourne,7,17.2,0,5,2009
6/05/2009,Melbourne,8.4,17,0,5,2009
7/05/2009,Melbourne,11,17.5,0,5,2009
8/05/2009,Melbourne,12.6,16.9,0.2,5,2009
9/05/2009,Melbourne,13,16.5,3.2,5,2009
10/05/2009,Melbourne,11.2,18.2,0,5,2009
11/05/2009,Melbourne,8.2,17.8,0.2,5,2009
12/05/2009,Melbourne,9.5,17.5,0,5,2009
13/05/2009,Melbourne,9.8,17,0.2,5,2009
14/05/2009,Melbourne,12.3,17,0,5,2009
15/05/2009,Melbourne,14,19.7,0,5,2009
16/05/2009,Melbourne,11.5,16.4,0.4,5,2009
17/05/2009,Melbourne,11.6,17.4,0,5,2009
18/05/2009,Melbourne,8.4,18,0,5,2009
19/05/2009,Melbourne,8.2,21.1,0,5,2009
20/05/2009,Melbourne,9.1,21.3,0,5,2009
21/05/2009,Melbourne,9.2,15.7,0,5,2009
22/05/2009,Melbourne,5.9,20.3,0,5,2009
23/05/2009,Melbourne,7.3,22.8,0,5,2009
24/05/2009,Melbourne,11.5,20.8,0,5,2009
25/05/2009,Melbourne,18,21.7,0,5,2009
26/05/2009,Melbourne,12.8,18.4,4,5,2009
27/05/2009,Melbourne,7.6,15.8,0,5,2009
28/05/2009,Melbourne,9.5,16.4,0.6,5,2009
29/05/2009,Melbourne,6.3,16.3,1.8,5,2009
30/05/2009,Melbourne,9,16.1,0,5,2009
31/05/2009,Melbourne,6.5,15,0,5,2009
1/06/2009,Melbourne,6.8,14.8,0,6,2009
2/06/2009,Melbourne,10.3,15.1,0.2,6,2009
3/06/2009,Melbourne,11.7,18.2,1.8,6,2009
4/06/2009,Melbourne,12.3,17.5,1.8,6,2009
5/06/2009,Melbourne,6.9,17.8,0,6,2009
6/06/2009,Melbourne,5.5,14.3,0,6,2009
7/06/2009,Melbourne,6.9,14.6,0.6,6,2009
8/06/2009,Melbourne,10.1,14.3,1.6,6,2009
9/06/2009,Melbourne,7.1,12.6,3.2,6,2009
10/06/2009,Melbourne,5.7,12.7,7,6,2009
11/06/2009,Melbourne,6,12.4,6.6,6,2009
12/06/2009,Melbourne,5.3,10.8,0,6,2009
13/06/2009,Melbourne,6.9,13,0,6,2009
14/06/2009,Melbourne,8.3,16.2,0.2,6,2009
15/06/2009,Melbourne,5.6,15.7,0,6,2009
16/06/2009,Melbourne,7.2,14.5,0,6,2009
17/06/2009,Melbourne,6,13.5,0,6,2009
18/06/2009,Melbourne,4.6,17.6,0,6,2009
19/06/2009,Melbourne,5.1,18.2,0,6,2009
20/06/2009,Melbourne,6.9,15.3,0,6,2009
21/06/2009,Melbourne,10.8,16.1,0,6,2009
22/06/2009,Melbourne,9.9,17.6,1.2,6,2009
23/06/2009,Melbourne,8.6,16.6,0,6,2009
24/06/2009,Melbourne,11,17.6,1.6,6,2009
25/06/2009,Melbourne,5.5,15,0,6,2009
26/06/2009,Melbourne,7.1,16.4,0,6,2009
27/06/2009,Melbourne,7.9,14.9,0,6,2009
28/06/2009,Melbourne,5,16.1,0,6,2009
29/06/2009,Melbourne,5.6,17.8,0,6,2009
30/06/2009,Melbourne,13,19.4,0,6,2009
1/07/2009,Melbourne,10.9,15.6,2.6,7,2009
2/07/2009,Melbourne,9.5,13.5,0.2,7,2009
3/07/2009,Melbourne,8.1,13.3,7.2,7,2009
4/07/2009,Melbourne,8.9,15.1,1.2,7,2009
5/07/2009,Melbourne,8.8,13.2,1,7,2009
6/07/2009,Melbourne,7.1,13.7,0,7,2009
7/07/2009,Melbourne,7.6,14.2,0.4,7,2009
8/07/2009,Melbourne,3.4,15,0,7,2009
9/07/2009,Melbourne,4.2,16.9,0,7,2009
10/07/2009,Melbourne,5.8,15.1,0,7,2009
11/07/2009,Melbourne,9.3,14.3,2.2,7,2009
12/07/2009,Melbourne,10.8,15.7,0.6,7,2009
13/07/2009,Melbourne,9,15.6,0,7,2009
14/07/2009,Melbourne,8.1,13.9,1,7,2009
15/07/2009,Melbourne,9,13.6,0,7,2009
16/07/2009,Melbourne,6.5,14.7,0,7,2009
17/07/2009,Melbourne,5,15,0,7,2009
18/07/2009,Melbourne,6.6,13.6,0,7,2009
19/07/2009,Melbourne,8.2,15.5,0,7,2009
20/07/2009,Melbourne,10.8,19,0,7,2009
21/07/2009,Melbourne,12.8,19.6,0,7,2009
22/07/2009,Melbourne,12.3,16.8,0,7,2009
23/07/2009,Melbourne,7.1,14.5,15.6,7,2009
24/07/2009,Melbourne,3.9,13.3,0,7,2009
25/07/2009,Melbourne,5.7,13.6,0,7,2009
26/07/2009,Melbourne,7.4,15.7,0,7,2009
27/07/2009,Melbourne,8.6,16.4,0,7,2009
28/07/2009,Melbourne,8.5,15.1,0,7,2009
29/07/2009,Melbourne,9.4,16.4,0,7,2009
30/07/2009,Melbourne,10.2,16.1,0.4,7,2009
31/07/2009,Melbourne,9.3,16.2,7.2,7,2009
1/08/2009,Melbourne,10.6,16.6,0.2,8,2009
2/08/2009,Melbourne,11.3,16.9,0.4,8,2009
3/08/2009,Melbourne,8.8,15.4,3.2,8,2009
4/08/2009,Melbourne,8.5,15,0,8,2009
5/08/2009,Melbourne,8.3,16.6,5.2,8,2009
6/08/2009,Melbourne,10.1,19.1,0,8,2009
7/08/2009,Melbourne,11,14.6,1,8,2009
8/08/2009,Melbourne,3.8,16.5,0,8,2009
9/08/2009,Melbourne,6.6,14.6,0,8,2009
10/08/2009,Melbourne,9,13.8,0,8,2009
11/08/2009,Melbourne,9.5,16.2,0.6,8,2009
12/08/2009,Melbourne,6,14.5,5.8,8,2009
13/08/2009,Melbourne,9.3,18.5,0.4,8,2009
14/08/2009,Melbourne,8.9,19.1,1,8,2009
15/08/2009,Melbourne,10.5,19.3,0,8,2009
16/08/2009,Melbourne,12.7,17.2,0,8,2009
17/08/2009,Melbourne,9.7,17,5.4,8,2009
18/08/2009,Melbourne,8.4,16.7,0,8,2009
19/08/2009,Melbourne,9.8,18.6,0,8,2009
20/08/2009,Melbourne,11.1,18.2,2.8,8,2009
21/08/2009,Melbourne,11.1,18.8,1,8,2009
22/08/2009,Melbourne,6.6,16.3,0.2,8,2009
23/08/2009,Melbourne,9.2,19,0,8,2009
24/08/2009,Melbourne,11.1,17.5,0.2,8,2009
25/08/2009,Melbourne,7.1,14.8,5.6,8,2009
26/08/2009,Melbourne,7.7,15.7,4,8,2009
27/08/2009,Melbourne,8.5,18.8,0,8,2009
28/08/2009,Melbourne,10.7,19.7,0,8,2009
29/08/2009,Melbourne,12.3,15.5,0,8,2009
30/08/2009,Melbourne,6.7,16,4.2,8,2009
31/08/2009,Melbourne,9.1,16.6,0,8,2009
1/09/2009,Melbourne,7.5,16,1.6,9,2009
2/09/2009,Melbourne,8.6,19.7,0,9,2009
3/09/2009,Melbourne,11.9,21.9,0,9,2009
4/09/2009,Melbourne,9.8,17.3,1.4,9,2009
5/09/2009,Melbourne,6.5,17.2,2.6,9,2009
6/09/2009,Melbourne,8.1,16.7,0,9,2009
7/09/2009,Melbourne,9.6,15.9,0.8,9,2009
8/09/2009,Melbourne,10.2,15.3,4.8,9,2009
9/09/2009,Melbourne,9.7,14.4,0.8,9,2009
10/09/2009,Melbourne,10.5,14.8,0,9,2009
11/09/2009,Melbourne,7.7,22.5,0,9,2009
12/09/2009,Melbourne,13,29.9,0,9,2009
13/09/2009,Melbourne,15.8,19.8,0,9,2009
14/09/2009,Melbourne,6.7,17,0,9,2009
15/09/2009,Melbourne,5.5,20.4,0,9,2009
16/09/2009,Melbourne,8,22.9,0,9,2009
17/09/2009,Melbourne,15.7,18.9,0,9,2009
18/09/2009,Melbourne,10.6,18.5,12.6,9,2009
19/09/2009,Melbourne,12.1,20.9,0,9,2009
20/09/2009,Melbourne,10.4,18.7,2.6,9,2009
21/09/2009,Melbourne,8.7,19.7,0,9,2009
22/09/2009,Melbourne,10.6,18.9,16.6,9,2009
23/09/2009,Melbourne,11.6,18.4,0,9,2009
24/09/2009,Melbourne,11.6,20.8,0.4,9,2009
25/09/2009,Melbourne,12.4,16.2,8,9,2009
26/09/2009,Melbourne,7.8,14.2,11.8,9,2009
27/09/2009,Melbourne,7.7,12.6,2,9,2009
28/09/2009,Melbourne,8.5,14.7,3.6,9,2009
29/09/2009,Melbourne,9.1,19.4,1.6,9,2009
30/09/2009,Melbourne,12.1,23.6,0,9,2009
1/10/2009,Melbourne,13.5,16.6,0,10,2009
2/10/2009,Melbourne,11,14.7,0,10,2009
3/10/2009,Melbourne,11,18,0,10,2009
4/10/2009,Melbourne,9.6,18.7,0,10,2009
5/10/2009,Melbourne,11.1,17.2,0,10,2009
6/10/2009,Melbourne,9.2,15.7,3,10,2009
7/10/2009,Melbourne,7.8,16.2,0.8,10,2009
8/10/2009,Melbourne,8.9,16,0.4,10,2009
9/10/2009,Melbourne,7.5,18.2,0,10,2009
10/10/2009,Melbourne,5.9,20,0,10,2009
11/10/2009,Melbourne,7,22.2,0,10,2009
12/10/2009,Melbourne,11.8,22.6,0.8,10,2009
13/10/2009,Melbourne,9.7,19.2,0.8,10,2009
14/10/2009,Melbourne,9.6,16.4,3.2,10,2009
15/10/2009,Melbourne,10.8,16.3,1.8,10,2009
16/10/2009,Melbourne,7.6,18,5.4,10,2009
17/10/2009,Melbourne,10.3,17.1,1.2,10,2009
18/10/2009,Melbourne,8.1,16.5,0,10,2009
19/10/2009,Melbourne,10.6,21.5,0,10,2009
20/10/2009,Melbourne,13.6,28.5,0,10,2009
21/10/2009,Melbourne,13.7,18.7,0,10,2009
22/10/2009,Melbourne,10.1,18.8,0,10,2009
23/10/2009,Melbourne,12.7,18.8,0,10,2009
24/10/2009,Melbourne,8.2,19.6,0,10,2009
25/10/2009,Melbourne,12,18.2,0,10,2009
26/10/2009,Melbourne,9.5,21.2,0,10,2009
27/10/2009,Melbourne,9.4,21.7,0,10,2009
28/10/2009,Melbourne,12,21.1,0,10,2009
29/10/2009,Melbourne,11.1,30.6,0,10,2009
30/10/2009,Melbourne,16.7,26.5,0.6,10,2009
31/10/2009,Melbourne,19.3,33.1,4,10,2009
1/11/2009,Melbourne,15,20.1,4.6,11,2009
2/11/2009,Melbourne,13.9,29.4,0,11,2009
3/11/2009,Melbourne,14.8,21.9,0.8,11,2009
4/11/2009,Melbourne,11.4,18.1,0,11,2009
5/11/2009,Melbourne,12,19.3,0,11,2009
